Title,Year,Km,Power,Fuel Type,Price,Link
Citroën C-Elysée 1.2 PureTech BVM Feel,2018,230000,82,Benzina+GPL,5 600EUR,https://www.autovit.ro/autoturisme/anunt/citron-c-elyse-1-2-puretech-bvm-feel-ID7HqOYa.html
Ford Mondeo 1.6 TDCi Titanium,2012,250443,115,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-1-6-tdci-titanium-ID7Hm3It.html
Kia Soul 1.6 CRDi Black Collection,2012,170000,128,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/kia-soul-1-6-crdi-black-collection-ID7HqcyK.html
Skoda Fabia,2014,71000,60,Benzina,5 600EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ID7Hs17b.html
Mitsubishi L200 Pick Up 4x4 Liberty,2006,234516,133,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/mitsubishi-l200-pick-up-4x4-liberty-ID7Hs4yf.html
BMW Seria 3 318d,2009,300000,143,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-318d-ID7Hs0EA.html
Dacia Duster 1.5 dCi 4x2 Ambiance,2010,209000,107,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/dacia-duster-1-5-dci-4x2-ambiance-ID7Hs31V.html
Toyota Avensis 2.0 D-4D Comfort,2010,246000,126,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/toyota-avensis-2-0-d-4d-comfort-ID7HqiPH.html
Mitsubishi L200 Pick Up 4x4 Liberty,2005,242812,133,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/mitsubishi-l200-pick-up-4x4-liberty-ID7Hr2E0.html
Ford Mondeo 2.2 Duratorq TDCi Aut. Titanium,2012,350000,200,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-2-2-duratorq-tdci-aut-titanium-ID7Hs8E4.html
Hyundai Santa Fe 2.2 DSL VGT 5 SEATS 4WD,2007,235285,150,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-2-2-dsl-vgt-5-seats-4wd-ID7H0LyI.html
Dacia Dokker 1.6 102 CP Ambiance,2017,148000,102,Benzina+GPL,5 600EUR,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-1-6-102-cp-ambiance-ID7Hs6qM.html
Dacia Logan 1.0 SCe Laureate,2017,144000,73,Benzina,5 600EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-1-0-sce-laureate-ID7Hs0Jd.html
Toyota Avensis 2.2 D-CAT Luxury Aut. (consola nichel),2009,269800,149,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/toyota-avensis-2-2-d-cat-luxury-aut-consola-nichel-ID7HrCna.html
Volkswagen Tiguan 2.0 TDI 4Motion Track & Field,2009,236000,140,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-2-0-tdi-4motion-track-field-ID7HjY1h.html
Volkswagen Scirocco 1.4 TSI,2009,198414,122,Benzina,5 600EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-scirocco-1-4-tsi-ID7Hs5gl.html
BMW Seria 5,2007,420000,235,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HrD0a.html
Ford Focus 1.6 TDCi DPF Trend,2013,319000,115,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-dpf-trend-ID7HnIDR.html
Volkswagen Golf 1.6 TDI BlueMotion Technology DPF Comfortline DSG,2012,194000,105,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-6-tdi-bluemotion-technology-dpf-comfortline-dsg-ID7HoFBh.html
Opel Corsa 1.3 CDTI Cosmo,2016,170970,90,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-1-3-cdti-cosmo-ID7HrHAq.html
Dacia Logan MCV 1.2 Laureate,2015,118900,75,Benzina,5 600EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-mcv-1-2-laureate-ID7Hry09.html
BMW Seria 3,2011,290000,163,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HrycF.html
Honda Civic 1.4 i-VTEC Edition X,2010,177000,100,Benzina,5 600EUR,https://www.autovit.ro/autoturisme/anunt/honda-civic-1-4-i-vtec-edition-x-ID7Hs8E0.html
Dacia Sandero Stepway 0.9 TCe Prestige,2016,190000,90,Benzina,5 600EUR,https://www.autovit.ro/autoturisme/anunt/dacia-sandero-stepway-0-9-tce-prestige-ID7Hscvt.html
Fiat 500L 1.3 Mjet Pop Star,2013,149000,85,Diesel,5 600EUR,https://www.autovit.ro/autoturisme/anunt/fiat-500l-1-3-mjet-pop-star-ID7HplNc.html
Skoda Octavia 1.6 TDI Business,2010,229600,105,Diesel,28 000RON,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-1-6-tdi-business-ID7HrxIq.html
Skoda Superb,2008,225500,160,Benzina,28 000RON,https://www.autovit.ro/autoturisme/anunt/skoda-superb-ID7Hr6UQ.html
Nissan Qashqai 1.6 Visia,2009,163714,115,Benzina,5 629EUR,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-1-6-visia-ID7HrCY4.html
Dacia Logan,2016,148000,73,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ID7Hr0jm.html
Renault Grand Scenic 1.6 dCi Stop&Start Energy Privilege,2012,234500,130,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/renault-grand-scenic-1-6-dci-stop-start-energy-privilege-ID7HlDaD.html
Audi A3 1.2 TFSI Sportback Ambition,2012,213610,105,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/audi-a3-1-2-tfsi-sportback-ambition-ID7HrghD.html
Peugeot 208 1.6 BlueHDi FAP Active,2015,117000,75,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-208-1-6-bluehdi-fap-active-ID7Hkhri.html
Renault Kangoo 1.5 dCI Expression,2011,203000,90,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/renault-kangoo-1-5-dci-expression-ID7Hr5sl.html
Nissan Qashqai+2 2.0 dCi DPF Acenta,2011,248967,150,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-2-2-0-dci-dpf-acenta-ID7HqUJZ.html
Dacia Pick-up,2011,134000,90,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/dacia-pick-up-ID7HrC5W.html
Renault Megane ENERGY TCe 115 Start & Stop LIMITED,2014,174000,115,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-energy-tce-115-start-stop-limited-ID7HoArE.html
BMW Seria 5 520d Touring,2010,288000,163,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-520d-touring-ID7HrMjQ.html
Mitsubishi Colt 1.5 Turbo Ralliart,2008,173000,150,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/mitsubishi-colt-1-5-turbo-ralliart-ID7HrUaU.html
BMW Seria 3 325d Coupe Aut.,2010,218000,204,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-325d-coupe-aut-ID7HorMr.html
Audi A3 1.6 Sportback S line Sportpaket (plus),2009,200000,102,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/audi-a3-1-6-sportback-s-line-sportpaket-plus-ID7HrUd1.html
Audi A4 Avant 2.0 TDI DPF Attraction,2009,252000,143,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-avant-2-0-tdi-dpf-attraction-ID7HlJ1z.html
Volkswagen Caddy 1.6 TDI Comfortline,2011,248000,102,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-caddy-1-6-tdi-comfortline-ID7HqBgp.html
Opel Corsa,2015,175000,90,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ID7Hs54m.html
Renault Clio (Energy) dCi 90 Start & Stop INTENS,2016,156800,90,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/renault-clio-energy-dci-90-start-stop-intens-ID7HrOMy.html
Dacia Duster,2011,178000,90,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ID7HbegL.html
Volkswagen Golf 1.6 TDI BlueMotion Technology DPF Comfortline,2011,240964,105,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-6-tdi-bluemotion-technology-dpf-comfortline-ID7Hs5he.html
Opel Zafira,2011,230000,130,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/opel-zafira-ID7HdcPl.html
Ford Focus,2013,184000,105,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7HpCGR.html
Chevrolet Orlando 2.0 LT+,2013,210000,131,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-orlando-2-0-lt-ID7Hogwi.html
Volkswagen Golf Plus Cross 2.0 TDI DPF,2008,250000,140,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-plus-cross-2-0-tdi-dpf-ID7Hs9RV.html
Volkswagen Golf 1.4 TSI Comfortline,2010,190000,160,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-4-tsi-comfortline-ID7HiG9U.html
Mercedes-Benz E 320 T CDI 7G-TRONIC Avantgarde BusinessEDITION,2005,332000,224,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-320-t-cdi-7g-tronic-avantgarde-businessedition-ID7HrVGA.html
Ford Focus 1.0 EcoBoost Start Stop Trend,2014,170000,100,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-0-ecoboost-start-stop-trend-ID7HrVEF.html
Suzuki Grand Vitara 2.0 TD Comfort,2006,220360,109,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-2-0-td-comfort-ID7HrKLZ.html
Volkswagen Golf Plus 1.4 TSI Team,2010,88000,122,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-plus-1-4-tsi-team-ID7HrCss.html
Volkswagen Tiguan 2.0 TSI 4Motion Trend&Fun,2009,168000,170,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-2-0-tsi-4motion-trend-fun-ID7Hs5EM.html
Renault Scenic ENERGY dCi 110 S&S Dynamique,2012,210000,110,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/renault-scenic-energy-dci-110-s-s-dynamique-ID7HqDYc.html
Peugeot 3008 155 THP Automatik Active,2011,220000,156,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-155-thp-automatik-active-ID7HqUwM.html
Volkswagen Golf Plus,2014,180000,105,Benzina,5 650EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-plus-ID7HrB9p.html
Opel Insignia Grand Sport 1.6 CDTI Start/Stop Aut. Edition,2017,175000,136,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/opel-insignia-grand-sport-1-6-cdti-start-stop-aut-edition-ID7HoBDz.html
Honda CR-V 2.2 CTDi ES,2007,195000,140,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/honda-cr-v-2-2-ctdi-es-ID7HsfVv.html
Skoda RAPID 1.6 TDI Active,2014,236403,105,Diesel,5 650EUR,https://www.autovit.ro/autoturisme/anunt/skoda-rapid-1-6-tdi-active-ID7HrABK.html
Dacia Logan,2018,171000,75,Diesel,5 680EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ID7HrMr3.html
Volkswagen Golf 1.2 TSI MATCH,2013,247000,105,Benzina,5 680EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-2-tsi-match-ID7HiFA5.html
Ford Focus 1.0 EcoBoost Titanium,2015,181000,125,Benzina,5 685EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-0-ecoboost-titanium-ID7Hq55U.html
Chevrolet Captiva 2.2D AWD 7 locuri LTZ black leather,2011,213000,184,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-captiva-2-2d-awd-7-locuri-ltz-black-leather-ID7HryNe.html
Opel Antara 2.0 CDTI Automatik 4x4 Navi,2008,196137,150,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/opel-antara-2-0-cdti-automatik-4x4-navi-ID7HpofM.html
Renault Megane Grandtour ENERGY dCi 110 Start & Stopp Bose Edition,2013,274000,110,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-grandtour-energy-dci-110-start-stopp-bose-edition-ID7HrLxq.html
Mercedes-Benz C,2008,310000,136,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ID7HrU7x.html
Volkswagen Passat Variant 2.0 Blue TDI DSG SCR R-Line,2010,263000,140,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-2-0-blue-tdi-dsg-scr-r-line-ID7HrTOd.html
Volkswagen Golf 1.2 TSI BlueMotion Technology Team,2011,164000,105,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-2-tsi-bluemotion-technology-team-ID7HmZDf.html
Peugeot 208,2017,111000,83,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-208-ID7HifUY.html
Skoda Superb 1.8 TSI Ambition DSG,2009,274480,160,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/skoda-superb-1-8-tsi-ambition-dsg-ID7Hr15U.html
Volkswagen Golf,2010,293000,140,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7Hm277.html
Renault Megane 1.6 dCi Energy Sporty Dynamique,2012,223000,130,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-1-6-dci-energy-sporty-dynamique-ID7Hqc9x.html
Volkswagen Golf,2009,205262,122,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7HqSX7.html
Renault Grand Scenic dCi 130 FAP Start & Stop Bose Edition,2012,214900,130,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/renault-grand-scenic-dci-130-fap-start-stop-bose-edition-ID7HoD3H.html
Skoda RAPID 1.4 TDI Active,2016,250000,90,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/skoda-rapid-1-4-tdi-active-ID7Hpp1k.html
Renault Megane ENERGY TCe 130 GT LINE,2013,160000,132,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-energy-tce-130-gt-line-ID7Hrx82.html
Volkswagen Golf Plus 1.6 TDI DPF Comfortline,2010,210000,105,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-plus-1-6-tdi-dpf-comfortline-ID7HkeC3.html
Peugeot 308,2010,173000,140,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ID7HqFW0.html
Seat Leon,2012,239700,90,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/seat-leon-ID7Hsdbf.html
Seat Exeo ST 1.8TSI Style,2011,138000,160,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/seat-exeo-st-1-8tsi-style-ID7HrSOZ.html
Ford Focus 1.6 TDCi DPF Trend,2013,168000,115,Diesel,5 690EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-dpf-trend-ID7HsfWw.html
Hyundai I30,2011,196696,109,Benzina,5 690EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-i30-ID7HsfWR.html
Suzuki Grand Vitara 2.0 Comfort,2004,170000,128,Benzina,5 698EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-2-0-comfort-ID7Hr5Vd.html
Suzuki Grand Vitara,2005,220000,110,Diesel,5 698EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-ID7HsfLR.html
Fiat Panda 0.9 Twinair Natural Power Lounge,2016,52000,85,Benzina+CNG,5 699EUR(4 789 EUR - net),https://www.autovit.ro/autoturisme/anunt/fiat-panda-0-9-twinair-natural-power-lounge-ID7H9ESl.html
Peugeot 5008 155 THP Family Plus,2011,245082,156,Benzina,5 699EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-5008-155-thp-family-plus-ID7Hjf33.html
Volkswagen Golf 1.2 TSI Team,2010,138000,105,Benzina,5 699EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-2-tsi-team-ID7HnyMT.html
Ford Focus 1.6 TDCi ECOnetic 88g Start-Stopp-System Titanium,2012,269776,105,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-econetic-88g-start-stopp-system-titanium-ID7HrC2O.html
Renault Megane,2012,187300,110,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-ID7HrSNw.html
Audi A4,2009,257775,143,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-ID7Hs54Q.html
Audi A4 Avant 1.8 TFSI,2010,185000,120,Benzina,5 699EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-avant-1-8-tfsi-ID7HqG4M.html
Volkswagen Passat Variant 1.6 TDI BlueMotion,2010,260000,105,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-1-6-tdi-bluemotion-ID7HpmfD.html
Peugeot 3008 155 THP Premium,2011,162000,156,Benzina,5 699EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-155-thp-premium-ID7HmHyE.html
Renault Megane Grandtour ENERGY dCi 130 BOSE EDITION,2015,256117,130,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-grandtour-energy-dci-130-bose-edition-ID7Hs4Od.html
Peugeot 308,2014,218000,120,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ID7Hs5fj.html
Renault Scenic,2014,169000,106,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/renault-scenic-ID7HrC6R.html
Suzuki Grand Vitara 1.9 DDiS Comfort,2010,187367,129,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-1-9-ddis-comfort-ID7HpmIB.html
BMW Seria 3,2011,280645,183,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hpsvs.html
Suzuki Grand Vitara 1.9 DDiS Comfort,2009,182343,129,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-1-9-ddis-comfort-ID7HpCKP.html
Volkswagen Golf 1.2 TSI BMT Trendline,2012,160000,105,Benzina,5 699EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-2-tsi-bmt-trendline-ID7HqOB8.html
Skoda Fabia 1.2 TSI,2014,181200,86,Benzina,5 699EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-1-2-tsi-ID7H5Nju.html
Volkswagen Polo 1.4 TDI Blue Motion,2015,305000,75,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-1-4-tdi-blue-motion-ID7Hs0J4.html
Seat Altea XL,2012,320000,105,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/seat-altea-xl-ID7Hg4Fk.html
Volkswagen Polo 1.6 TDI Highline,2013,239000,90,Diesel,5 699EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-1-6-tdi-highline-ID7HrUGB.html
Dacia Logan 1.0 SCe Laureate,2017,174000,73,Benzina,5 699EUR(4 789 EUR - net),https://www.autovit.ro/autoturisme/anunt/dacia-logan-1-0-sce-laureate-ID7Hr6H7.html
Volkswagen Golf 1.2 TSI Team,2011,185845,105,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-2-tsi-team-ID7HqZsU.html
Ford Fiesta 1.0 Start Stop Titanium,2013,55000,100,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-1-0-start-stop-titanium-ID7HpnYI.html
Fiat 500L 1.3 Mjet Lounge,2014,138000,85,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/fiat-500l-1-3-mjet-lounge-ID7HmSES.html
Volkswagen Polo 1.4 TDI Blue Motion,2015,280900,75,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-1-4-tdi-blue-motion-ID7HrA4T.html
Volkswagen Touran 1.6 TDI DSG Highline,2012,287000,105,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-1-6-tdi-dsg-highline-ID7HrxJm.html
Renault Scenic dCi 110 EDC Dynamique,2011,157600,110,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/renault-scenic-dci-110-edc-dynamique-ID7HqEFF.html
Renault Megane 1.5 dCi Expression,2015,238000,110,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-1-5-dci-expression-ID7HrT51.html
Dacia Logan 1.2 Prestige,2016,103637,73,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-1-2-prestige-ID7HryBf.html
BMW Seria 3 318d,2008,245496,143,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-318d-ID7HplNw.html
Dacia Dokker 1.5 dCi 75 CP Ambiance,2015,230000,75,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-1-5-dci-75-cp-ambiance-ID7HkWzz.html
Nissan Navara Standard,2007,296335,171,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/nissan-navara-standard-ID7Hp9hn.html
Renault Clio,2014,136500,75,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/renault-clio-ID7Hs3kj.html
Opel Insignia 2.0 CDTI Edition Aut.,2014,236000,130,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/opel-insignia-2-0-cdti-edition-aut-ID7HrzNA.html
Audi A6 2.0 TFSI Multitronic,2007,162000,170,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/audi-a6-2-0-tfsi-multitronic-ID7Hkgmz.html
Skoda Octavia 1.6 TDI AMBITION DSG,2012,230000,105,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-1-6-tdi-ambition-dsg-ID7HrUdd.html
Mercedes-Benz Sprinter 211 CDI 906.211,2007,326000,109,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-sprinter-211-cdi-906-211-ID7Hs17U.html
Subaru Forester 2.0D Comfort,2011,170700,147,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/subaru-forester-2-0d-comfort-ID7HoIuy.html
Seat Leon 1.4 TSI Style,2010,230000,125,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/seat-leon-1-4-tsi-style-ID7HrUdb.html
Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,2011,208800,105,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-2-tsi-bluemotion-technology-comfortline-ID7HrUJ1.html
Mercedes-Benz C 220 (BlueTEC) d T 7G-TRONIC,2010,260000,170,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-220-bluetec-d-t-7g-tronic-ID7HrUMm.html
Ford Mondeo 1.6 TDCi Ambiente,2012,178000,115,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-1-6-tdci-ambiente-ID7HqHv7.html
Honda Civic 1.4 i-VTEC Comfort,2011,185000,100,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/honda-civic-1-4-i-vtec-comfort-ID7HrB8A.html
Volvo XC 90,2009,398000,185,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ID7HpCJ1.html
Skoda Fabia 1.4 TSI DSG RS,2011,165317,180,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-1-4-tsi-dsg-rs-ID7Hs3f2.html
Ford B-Max,2014,77200,100,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-b-max-ID7HrUCL.html
Ford Focus,2013,190000,100,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7Hry4w.html
Seat Leon ST 1.6 TDI Start&Stop Reference,2016,244500,116,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/seat-leon-st-1-6-tdi-start-stop-reference-ID7HrUHl.html
Audi A3 2.0 TDI Sportback DPF Attraction,2009,194000,170,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/audi-a3-2-0-tdi-sportback-dpf-attraction-ID7GOaNC.html
Ford Focus,2011,117000,125,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7HqIcT.html
Fiat 500 Cabrio 1.2 S,2013,104600,69,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/fiat-500-cabrio-1-2-s-ID7HqpgQ.html
Opel Astra 1.6 CDTI ECOTEC ECOFlex Start/Stop Enjoy,2016,310362,110,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-1-6-cdti-ecotec-ecoflex-start-stop-enjoy-ID7HoAdl.html
Volkswagen Golf Plus 1.4 TSI Highline,2009,199000,122,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-plus-1-4-tsi-highline-ID7Hs3ZQ.html
Nissan Qashqai 2.0 acenta,2008,217667,141,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-2-0-acenta-ID7HrCqO.html
Ford Transit 330 K TDCi Basis,2008,195000,110,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-transit-330-k-tdci-basis-ID7Hs5a7.html
Dacia Logan,2017,170000,73,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ID7HkNMC.html
Dacia Duster 1.5 dCi 4x2 Laureate,2013,236000,107,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/dacia-duster-1-5-dci-4x2-laureate-ID7HrUop.html
Renault Megane 1.5 dCi EDC Olympic,2012,237000,110,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-1-5-dci-edc-olympic-ID7HrEaa.html
Renault Clio IV 1.5 dCi 75 Authentique,2019,168000,75,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/renault-clio-iv-1-5-dci-75-authentique-ID7HryNE.html
Ford C-Max 1.6 TDCi DPF Titanium,2010,211000,115,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-c-max-1-6-tdci-dpf-titanium-ID7HqUu0.html
Citroën C-Elysée,2019,190000,82,Benzina,5 700EUR,https://www.autovit.ro/autoturisme/anunt/citron-c-elyse-ID7HrTUw.html
Ford Focus 1.6 TDCi ECOnetic 88g Start-Stopp-System Titanium,2015,200000,105,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-econetic-88g-start-stopp-system-titanium-ID7HsaYY.html
Audi A6 2.0 TDI DPF,2008,270000,140,Diesel,5 700EUR,https://www.autovit.ro/autoturisme/anunt/audi-a6-2-0-tdi-dpf-ID7HrCJf.html
